date,open,high,low,close,volume,Name
2014-10-28,80.18,81.16,79.57,80.77,74211768,FB
2014-10-29,75.45,76.88,74.78,75.86,106119520,FB
2014-10-30,75.05,75.35,72.9,74.11,83269554,FB
2014-10-31,74.93,75.7,74.45,74.99,44544325,FB
2014-11-03,75.47,75.52,73.7,73.88,40727330,FB
2014-11-04,74.23,75.77,73.65,75.76,39326471,FB
2014-11-05,76.51,76.8,74.42,74.83,35912588,FB
2014-11-06,74.89,75.6,74.31,75.26,21383194,FB
2014-11-07,75.39,75.855,75.02,75.6,20774381,FB
2014-11-10,75.36,75.4799,74.61,75.0,21575126,FB
2014-11-11,74.95,74.98,74.03,74.61,18735123,FB
2014-11-12,74.28,75.14,73.54,74.72,26536609,FB
2014-11-13,74.74,75.24,73.64,74.25,26448451,FB
2014-11-14,74.27,74.93,74.04,74.88,19476878,FB
2014-11-17,74.88,75.655,73.88,74.24,28701191,FB
2014-11-18,74.45,74.8,73.9,74.34,20696643,FB
2014-11-19,74.01,74.54,73.11,73.33,25441163,FB
2014-11-20,72.8,73.99,72.51,73.6,19154862,FB
2014-11-21,74.5,74.5,73.5,73.75,23060382,FB
2014-11-24,73.54,74.35,73.35,74.01,22103831,FB
2014-11-25,74.21,75.74,74.13,75.63,32250205,FB
2014-11-26,75.53,77.78,75.51,77.62,32721585,FB
2014-11-28,77.67,78.27,77.23,77.7,15992035,FB
2014-12-01,77.26,77.31,74.8,75.1,31789866,FB
2014-12-02,75.33,75.91,75.04,75.46,16773884,FB
2014-12-03,75.38,75.73,74.4,74.88,16689857,FB
2014-12-04,74.83,75.55,74.66,75.24,14390520,FB
2014-12-05,75.8,76.76,75.36,76.36,24306446,FB
2014-12-08,76.18,77.25,75.4,76.52,25733853,FB
2014-12-09,75.2,76.93,74.78,76.84,25358584,FB
2014-12-10,76.65,77.55,76.07,76.18,32210532,FB
2014-12-11,76.52,78.52,76.48,77.73,33492661,FB
2014-12-12,77.16,78.88,77.02,77.83,28091617,FB
2014-12-15,78.46,78.58,76.56,76.99,29396532,FB
2014-12-16,76.19,77.39,74.59,74.69,31554593,FB
2014-12-17,75.01,76.41,74.9,76.11,29203904,FB
2014-12-18,76.89,78.4,76.51,78.4,34222081,FB
2014-12-19,78.75,80.0,78.33,79.88,43334992,FB
2014-12-22,80.08,81.89,80.0,81.45,31395770,FB
2014-12-23,82.02,82.17,80.4,80.61,19865820,FB
2014-12-24,81.03,81.43,80.75,80.77,7685481,FB
2014-12-26,81.02,81.28,80.51,80.775,10647388,FB
2014-12-29,80.49,80.96,79.71,80.02,14134666,FB
2014-12-30,79.85,80.59,79.1,79.22,14370763,FB
2014-12-31,79.54,79.8,77.86,78.02,20040439,FB
2015-01-02,78.58,78.93,77.7,78.45,18177475,FB
2015-01-05,77.98,79.2455,76.86,77.19,26452191,FB
2015-01-06,77.23,77.59,75.365,76.15,27399288,FB
2015-01-07,76.76,77.36,75.82,76.15,22045333,FB
2015-01-08,76.74,78.23,76.08,78.175,23960953,FB
2015-01-09,78.2,78.62,77.2,77.74,21157007,FB
2015-01-12,77.84,78.0,76.21,76.72,19190194,FB
2015-01-13,77.23,78.08,75.85,76.45,25179561,FB
2015-01-14,76.42,77.2,76.0291,76.28,25918564,FB
2015-01-15,76.4,76.57,73.54,74.05,34133974,FB
2015-01-16,74.04,75.32,73.84,75.18,21791529,FB
2015-01-20,75.72,76.31,74.82,76.24,22821614,FB
2015-01-21,76.16,77.3,75.85,76.74,25096737,FB
2015-01-22,77.17,77.75,76.68,77.65,19519458,FB
2015-01-23,77.65,78.19,77.04,77.83,16746503,FB
2015-01-26,77.98,78.47,77.29,77.495,19260820,FB
2015-01-27,76.71,76.88,75.63,75.78,20109977,FB
2015-01-28,76.9,77.638,76.0,76.24,53306422,FB
2015-01-29,76.85,78.02,74.21,78.0,61293468,FB
2015-01-30,78.0,78.16,75.75,75.91,42649491,FB
2015-02-02,76.11,76.14,73.75,74.99,41955258,FB
2015-02-03,75.19,75.58,73.86,75.4,26957714,FB
2015-02-04,75.09,76.35,75.01,75.63,20277368,FB
2015-02-05,75.71,75.98,75.21,75.615,15062573,FB
2015-02-06,75.68,75.7,74.25,74.47,21210994,FB
2015-02-09,74.05,74.83,73.45,74.44,16194322,FB
2015-02-10,74.85,75.34,74.5,75.19,15811344,FB
2015-02-11,75.09,76.75,75.03,76.51,20877427,FB
2015-02-12,76.86,76.87,75.89,76.23,17234976,FB
2015-02-13,76.46,76.48,75.5,75.74,18621860,FB
2015-02-17,75.3,76.91,75.08,75.6,25254400,FB
2015-02-18,75.94,76.9,75.45,76.71,22426421,FB
2015-02-19,76.986,79.84,76.95,79.42,45851177,FB
2015-02-20,79.55,80.34,79.2,79.895,36931698,FB
2015-02-23,79.96,80.19,78.38,78.84,24139056,FB
2015-02-24,78.5,79.48,78.1,78.45,18897133,FB
2015-02-25,78.5,80.2,78.5,79.56,25593800,FB
2015-02-26,79.88,81.37,79.72,80.41,31111891,FB
2015-02-27,80.68,81.23,78.62,78.97,30739197,FB
2015-03-02,79.0,79.855,78.52,79.75,21662537,FB
2015-03-03,79.61,79.7,78.52,79.6,18634973,FB
2015-03-04,79.3,81.15,78.85,80.895,28126686,FB
2015-03-05,81.23,81.99,81.05,81.21,27825733,FB
2015-03-06,80.9,81.33,79.83,80.005,24488581,FB
2015-03-09,79.68,79.91,78.63,79.44,18925097,FB
2015-03-10,78.5,79.26,77.55,77.55,23067057,FB
2015-03-11,77.8,78.43,77.26,77.57,20215704,FB
2015-03-12,78.1,79.05,77.91,78.93,16093319,FB
2015-03-13,78.6,79.38,77.68,78.05,18557296,FB
2015-03-16,77.96,78.12,77.36,78.07,19305406,FB
2015-03-17,78.36,79.78,78.34,79.365,22169969,FB
2015-03-18,79.25,81.24,79.17,80.91,36912446,FB
2015-03-19,81.12,83.0,81.0,82.75,42099523,FB
2015-03-20,83.39,84.6,83.07,83.8,44466323,FB
2015-03-23,83.92,84.96,83.3,84.43,27357333,FB
2015-03-24,84.71,86.0699,84.52,85.31,32576522,FB
2015-03-25,85.5,85.52,82.92,82.92,37436147,FB
2015-03-26,82.72,83.77,82.14,83.01,32794800,FB
2015-03-27,83.38,83.95,82.88,83.3,18372582,FB
2015-03-30,83.81,84.34,82.41,83.195,24527686,FB
2015-03-31,82.9,83.5,82.21,82.215,19734277,FB
2015-04-01,82.5,82.72,80.87,81.665,22058167,FB
2015-04-02,82.25,82.56,81.44,81.555,19664053,FB
2015-04-06,80.8,82.81,80.8,82.44,19062934,FB
2015-04-07,82.65,83.42,82.22,82.32,17467042,FB
2015-04-08,82.63,83.1,81.84,82.275,18966732,FB
2015-04-09,82.5,82.8,81.71,82.17,15927281,FB
2015-04-10,82.21,82.61,81.91,82.04,12529738,FB
2015-04-13,81.93,83.94,81.92,83.01,26883094,FB
2015-04-14,83.17,83.69,82.44,83.515,19634173,FB
2015-04-15,83.55,83.66,82.27,82.705,22390943,FB
2015-04-16,82.47,83.07,82.15,82.31,13769687,FB
2015-04-17,81.48,82.11,80.37,80.775,24214983,FB
2015-04-20,81.54,83.15,81.24,83.09,28796761,FB
2015-04-21,84.0,84.49,83.54,83.62,27171852,FB
2015-04-22,84.32,84.74,83.65,84.63,45547963,FB
2015-04-23,84.1,85.59,82.41,82.41,73728080,FB
2015-04-24,82.77,82.94,81.48,81.53,29660356,FB
2015-04-27,81.87,82.93,81.63,81.91,25446032,FB
2015-04-28,81.83,81.9,80.23,80.68,23775344,FB
2015-04-29,80.01,81.39,79.52,80.465,26430258,FB
2015-04-30,80.01,80.96,78.32,78.77,28999005,FB
2015-05-01,79.24,79.76,78.11,78.99,24136358,FB
2015-05-04,79.33,79.69,78.6301,78.81,14691991,FB
2015-05-05,78.55,78.8,77.22,77.56,22311318,FB
2015-05-06,77.97,78.81,77.05,78.1,28663026,FB
2015-05-07,78.0,78.94,77.56,78.425,19749428,FB
2015-05-08,79.1,79.23,78.03,78.51,19943595,FB
2015-05-11,78.48,79.03,77.93,78.01,18874054,FB
2015-05-12,77.87,77.89,76.79,77.46,21285310,FB
2015-05-13,77.72,78.53,77.65,78.44,21512309,FB
2015-05-14,78.94,81.845,78.67,81.37,49437996,FB
2015-05-15,81.41,81.52,80.18,80.42,27069884,FB
2015-05-18,80.33,81.38,80.23,80.88,21613674,FB
2015-05-19,81.25,81.69,80.55,80.63,17955389,FB
2015-05-20,80.47,81.1,79.46,80.55,23056899,FB
2015-05-21,80.19,80.92,80.08,80.48,13402749,FB
2015-05-22,80.35,81.31,80.25,80.54,19567937,FB
2015-05-26,80.43,80.6,79.08,79.335,16321339,FB
2015-05-27,79.6,80.66,79.43,80.55,14160865,FB
2015-05-28,80.25,81.0745,80.0,80.145,11982008,FB
2015-05-29,79.95,80.07,78.88,79.19,16134580,FB
2015-06-01,79.3,80.38,78.66,80.29,18119012,FB
2015-06-02,79.76,81.35,79.56,80.445,18923300,FB
2015-06-03,81.35,82.53,81.25,82.44,31774993,FB
2015-06-04,82.14,82.95,81.51,82.05,20863877,FB
2015-06-05,81.87,82.46,81.51,82.14,16143093,FB
2015-06-08,81.82,82.0,80.13,80.67,16915471,FB
2015-06-09,80.6,81.19,79.32,80.67,16497538,FB
2015-06-10,80.83,82.6,80.81,82.16,21531208,FB
2015-06-11,82.31,82.9,81.36,81.83,18656811,FB
2015-06-12,81.37,82.09,81.2,81.53,11417882,FB
2015-06-15,80.55,80.93,80.07,80.71,18805087,FB
2015-06-16,80.82,81.51,80.45,81.06,13693666,FB
2015-06-17,81.76,82.22,81.34,81.79,18350287,FB
2015-06-18,81.64,83.19,81.57,82.905,26782573,FB
2015-06-19,82.83,82.98,82.12,82.51,23353194,FB
2015-06-22,83.41,84.97,83.31,84.74,29383079,FB
2015-06-23,84.96,87.97,84.76,87.88,50667853,FB
2015-06-24,87.66,89.25,87.45,88.86,41370227,FB
2015-06-25,89.26,89.4,87.835,87.98,27301967,FB
2015-06-26,88.12,88.34,86.8283,88.01,38214647,FB
2015-06-29,86.61,87.5,85.73,85.8,35957872,FB
2015-06-30,86.6,86.7,85.57,85.765,23233183,FB
2015-07-01,86.77,87.95,86.49,86.91,25260045,FB
2015-07-02,87.4,87.44,86.3401,87.285,16908781,FB
2015-07-06,86.49,88.1846,86.39,87.55,24635915,FB
2015-07-07,87.8,87.85,85.231,87.22,33059921,FB
2015-07-08,86.29,86.75,85.445,85.65,24399340,FB
2015-07-09,86.73,87.6,85.6499,85.88,23307402,FB
2015-07-10,87.35,88.22,86.77,87.95,23245873,FB
2015-07-13,88.66,90.22,88.42,90.1,29976670,FB
2015-07-14,90.46,90.8,89.65,89.68,26627849,FB
2015-07-15,90.0,90.99,89.42,89.76,30886601,FB
2015-07-16,90.28,90.86,89.77,90.85,21804086,FB
2015-07-17,92.55,95.39,92.54,94.97,54001635,FB
2015-07-20,95.85,98.6,95.36,97.91,54860541,FB
2015-07-21,98.95,99.24,97.1427,98.39,39453332,FB
2015-07-22,96.74,97.58,95.92,97.04,28299518,FB
2015-07-23,96.96,97.45,94.81,95.44,29418833,FB
2015-07-24,97.35,97.76,95.88,96.95,33444930,FB
2015-07-27,96.58,96.61,93.8301,94.17,38585381,FB
2015-07-28,94.84,95.56,93.31,95.29,35235993,FB
2015-07-29,96.32,97.28,94.74,96.99,64648320,FB
2015-07-30,94.91,95.81,91.8,95.21,86211323,FB
2015-07-31,94.95,96.33,93.95,94.01,46509045,FB
2015-08-03,93.53,95.08,92.8,94.14,29343117,FB
2015-08-04,93.79,94.73,93.33,94.06,20136036,FB
2015-08-05,95.25,97.09,95.18,96.44,29813174,FB
2015-08-06,97.18,98.74,94.42,95.12,42271318,FB
2015-08-07,95.38,95.4,93.61,94.3,23199145,FB
2015-08-10,95.68,95.9,93.63,94.15,21624153,FB
2015-08-11,93.73,94.76,92.9006,93.62,22491031,FB
2015-08-12,92.7,94.44,91.19,94.19,27120375,FB
2015-08-13,94.05,94.73,93.35,93.43,17451768,FB
2015-08-14,93.54,94.72,93.21,94.42,15929656,FB
2015-08-17,94.42,94.46,93.39,93.93,18313531,FB
2015-08-18,94.08,95.85,94.04,95.17,22278848,FB
2015-08-19,94.63,96.1,94.161,95.31,23251271,FB
2015-08-20,93.54,94.77,90.46,90.56,44598224,FB
2015-08-21,87.52,89.18,85.61,86.06,62778680,FB
2015-08-24,77.03,87.14,72.0,82.09,83710727,FB
2015-08-25,86.95,87.67,83.0,83.0,52021230,FB
2015-08-26,85.95,87.46,83.26,87.19,45124302,FB
2015-08-27,89.19,90.06,87.19,89.73,42431375,FB
2015-08-28,89.94,91.48,89.792,91.01,33215885,FB
2015-08-31,90.59,91.05,88.89,89.43,32850666,FB
2015-09-01,86.99,89.39,86.5,87.23,36097370,FB
2015-09-02,88.82,89.89,87.63,89.89,27190527,FB
2015-09-03,89.76,89.82,87.73,88.15,27048198,FB
2015-09-04,87.2,88.39,86.7,88.26,27328667,FB
2015-09-08,89.69,90.24,88.83,89.53,27012543,FB
2015-09-09,90.78,91.98,90.17,90.44,32551123,FB
2015-09-10,90.07,92.06,89.63,91.98,26437398,FB
2015-09-11,91.68,92.08,91.13,92.05,21185049,FB
2015-09-14,92.31,92.62,91.6,92.31,20127871,FB
2015-09-15,92.37,93.25,91.79,92.9,18859351,FB
2015-09-16,92.9,93.6,92.63,93.45,16321193,FB
2015-09-17,93.37,95.51,92.9,94.34,27841803,FB
2015-09-18,93.2,95.19,93.05,94.4,62299984,FB
2015-09-21,94.62,96.49,94.52,95.55,28789973,FB
2015-09-22,93.77,94.68,91.92,92.96,36888893,FB
2015-09-23,93.4,94.32,92.8,93.97,21701427,FB
2015-09-24,93.06,94.765,92.24,94.41,29105964,FB
2015-09-25,95.79,95.85,92.06,92.77,28961622,FB
2015-09-28,92.08,92.29,88.18,89.21,41199870,FB
2015-09-29,89.1,90.06,85.72,86.67,42281838,FB
2015-09-30,88.44,90.02,88.01,89.9,36169146,FB
2015-10-01,90.05,90.95,88.36,90.95,29283652,FB
2015-10-02,88.9,92.2,88.37,92.07,37881652,FB
2015-10-05,92.94,94.27,92.66,94.01,27292517,FB
2015-10-06,94.08,94.17,92.34,92.8,22488275,FB
2015-10-07,93.11,93.66,91.37,92.4,24129277,FB
2015-10-08,91.89,93.22,90.47,92.47,27290523,FB
2015-10-09,92.9,93.74,92.239,93.24,20012911,FB
2015-10-12,93.32,94.6,92.67,94.26,18449562,FB
2015-10-13,93.66,95.37,93.55,94.12,19480347,FB
2015-10-14,94.08,95.2,93.61,94.07,19253351,FB
2015-10-15,94.99,96.3,94.9,95.96,27557516,FB
2015-10-16,96.18,97.59,95.35,97.54,25412856,FB
2015-10-19,97.18,98.57,96.92,98.47,23729924,FB
2015-10-20,98.73,99.59,96.56,97.0,30881777,FB
2015-10-21,97.37,98.18,96.47,97.11,22003730,FB
2015-10-22,97.79,99.73,97.55,99.67,26392075,FB
2015-10-23,101.91,102.85,100.16,102.19,42809661,FB
2015-10-26,102.2,103.81,101.55,103.77,25961212,FB
2015-10-27,102.94,104.1,102.4,103.7,23795472,FB
2015-10-28,103.9,104.48,102.92,104.2,24081515,FB
2015-10-29,103.96,105.12,103.52,104.88,20316691,FB
2015-10-30,104.51,104.72,101.65,101.97,33487104,FB
2015-11-02,102.46,103.47,101.18,103.31,24003944,FB
2015-11-03,103.22,103.65,102.4,102.58,21242341,FB
2015-11-04,103.19,104.14,102.48,103.94,43469308,FB
2015-11-05,108.8,110.65,107.95,108.76,63232861,FB
2015-11-06,108.04,108.74,105.91,107.095,35084342,FB
2015-11-09,107.0,108.25,105.86,106.49,26383540,FB
2015-11-10,105.96,108.15,105.24,107.91,25031681,FB
2015-11-11,108.27,109.87,107.11,109.01,25057099,FB
2015-11-12,108.48,109.39,108.0,108.02,20924674,FB
2015-11-13,107.71,108.25,103.83,103.95,30278403,FB
2015-11-16,103.32,104.17,100.47,104.04,49309167,FB
2015-11-17,104.62,106.2,104.14,105.13,26807230,FB
2015-11-18,105.8,107.88,105.39,107.77,23836526,FB
2015-11-19,107.36,107.73,105.95,106.26,25520599,FB
2015-11-20,106.84,107.87,106.62,107.32,22129648,FB
2015-11-23,107.19,107.468,106.08,106.95,19897220,FB
2015-11-24,106.0,106.49,104.39,105.74,23577293,FB
2015-11-25,106.33,106.6,105.1,105.41,15150785,FB
2015-11-27,105.78,105.96,104.86,105.45,5913066,FB
2015-11-30,105.84,106.0999,103.75,104.24,20383179,FB
2015-12-01,104.83,107.15,104.5,107.12,22781868,FB
2015-12-02,107.0,107.92,105.79,106.07,24429063,FB
2015-12-03,106.27,106.85,103.35,104.38,23236485,FB
2015-12-04,104.81,107.73,104.11,106.18,21224721,FB
2015-12-07,106.48,106.83,104.66,105.61,15474890,FB
2015-12-08,104.0,106.91,103.95,106.49,20401791,FB
2015-12-09,106.18,106.44,103.55,104.6,23517268,FB
2015-12-10,105.05,106.4,104.41,105.42,17454312,FB
2015-12-11,104.15,104.34,101.91,102.12,26427727,FB
2015-12-14,102.285,104.74,101.46,104.66,24813496,FB
2015-12-15,105.3,105.8,104.28,104.55,21764331,FB
2015-12-16,105.37,107.09,104.19,106.79,22680547,FB
2015-12-17,107.49,107.75,106.13,106.22,21675686,FB
2015-12-18,106.08,106.59,103.97,104.04,35994199,FB
2015-12-21,104.91,105.15,103.6,104.77,16138786,FB
2015-12-22,105.22,105.6601,104.81,105.51,14597122,FB
2015-12-23,105.89,106.11,103.86,104.63,19599673,FB
2015-12-24,104.74,105.32,104.5,105.02,6512134,FB
2015-12-28,105.02,105.98,104.53,105.93,13069733,FB
2015-12-29,106.42,107.74,106.25,107.26,17179901,FB
2015-12-30,107.0,107.25,106.06,106.22,13115007,FB
2015-12-31,106.0,106.17,104.62,104.66,18391064,FB
2016-01-04,101.95,102.24,99.75,102.22,37912403,FB
2016-01-05,102.89,103.7099,101.665,102.73,23258238,FB
2016-01-06,101.13,103.77,100.9,102.97,25096183,FB
2016-01-07,100.5,101.43,97.3,97.92,45172906,FB
2016-01-08,99.88,100.5,97.0311,97.33,35402298,FB
2016-01-11,97.91,98.6,95.39,97.51,29932385,FB
2016-01-12,99.0,99.96,97.55,99.37,28395390,FB
2016-01-13,100.58,100.58,95.21,95.44,33410553,FB
2016-01-14,95.85,98.87,92.45,98.37,48658623,FB
2016-01-15,93.98,96.38,93.54,94.97,46132781,FB
2016-01-19,96.53,97.42,93.92,95.26,30998256,FB
2016-01-20,92.83,95.0,89.37,94.35,59051429,FB
2016-01-21,94.91,95.99,92.62,94.16,30518939,FB
2016-01-22,96.41,98.07,95.49,97.94,30495387,FB
2016-01-25,98.72,99.48,96.93,97.01,32482015,FB
2016-01-26,97.76,97.88,95.66,97.34,26877080,FB
2016-01-27,97.79,97.85,94.23,94.45,58699359,FB
2016-01-28,107.2,110.34,104.81,109.11,107475327,FB
2016-01-29,108.99,112.84,108.84,112.21,62739548,FB
2016-02-01,112.27,115.72,112.01,115.09,46132726,FB
2016-02-02,114.8,117.59,113.2,114.61,59778571,FB
2016-02-03,115.27,115.3407,109.75,112.69,56919324,FB
2016-02-04,111.8,111.94,109.25,110.49,38890199,FB
2016-02-05,109.51,109.58,103.18,104.07,76894741,FB
2016-02-08,100.41,102.68,97.46,99.75,71229746,FB
2016-02-09,97.14,102.4,96.82,99.54,62709018,FB
2016-02-10,101.55,103.25,100.24,101.0,45179370,FB
2016-02-11,99.6,105.11,98.88,101.91,43670634,FB
2016-02-12,103.74,104.24,101.09,102.01,36176760,FB
2016-02-16,103.8,103.93,100.24,101.61,45687224,FB
2016-02-17,101.94,105.72,100.4,105.2,44073369,FB
2016-02-18,105.8,106.0,103.03,103.47,29593508,FB
2016-02-19,102.55,105.02,102.06,104.57,32404516,FB
2016-02-22,105.49,108.25,105.34,107.16,35709714,FB
2016-02-23,106.85,107.47,105.12,105.46,25319315,FB
2016-02-24,104.21,106.95,102.74,106.88,34412437,FB
2016-02-25,107.11,108.07,105.61,108.07,29906278,FB
2016-02-26,108.7,109.45,107.16,107.92,26686193,FB
2016-02-29,107.6,108.9101,106.75,106.92,32778992,FB
2016-03-01,107.83,109.82,107.6,109.82,26817309,FB
2016-03-02,109.68,110.55,108.77,109.95,25670170,FB
2016-03-03,110.25,110.3,108.54,109.58,21353092,FB
2016-03-04,110.05,110.05,107.93,108.39,24938858,FB
2016-03-07,108.07,108.07,104.72,105.73,31534055,FB
2016-03-08,104.78,107.37,104.4,105.93,25616963,FB
2016-03-09,106.7,107.51,105.49,107.51,20493305,FB
2016-03-10,107.91,108.66,105.7699,107.32,24854284,FB
2016-03-11,108.48,109.42,107.92,109.41,20697553,FB
2016-03-14,109.28,110.33,108.77,109.89,17249365,FB
2016-03-15,109.11,110.83,108.84,110.67,17618460,FB
2016-03-16,110.49,112.5,110.1,112.18,24744778,FB
2016-03-17,112.15,112.69,110.73,111.02,24241247,FB
2016-03-18,111.56,112.42,110.27,111.45,36256877,FB
2016-03-21,111.66,112.37,111.03,111.85,18447974,FB
2016-03-22,111.36,112.88,111.17,112.25,19001076,FB
2016-03-23,112.01,113.19,112.0,112.54,18561974,FB
2016-03-24,112.13,113.09,111.68,113.05,17839119,FB
2016-03-28,113.32,114.5889,112.95,113.69,21351751,FB
2016-03-29,113.83,116.32,113.64,116.14,29825340,FB
2016-03-30,116.73,116.99,114.355,114.7,33235184,FB
2016-03-31,114.7,115.01,113.7682,114.1,21207526,FB
2016-04-01,113.75,116.17,113.35,116.06,24760504,FB
2016-04-04,114.07,114.55,111.61,112.55,48487913,FB
2016-04-05,112.11,113.32,111.9,112.22,22962365,FB
2016-04-06,112.47,113.81,112.42,113.71,20814640,FB
2016-04-07,113.79,114.89,113.0663,113.64,20714537,FB
2016-04-08,114.25,114.33,109.9,110.63,48497808,FB
2016-04-11,110.7,110.91,108.77,108.99,39762304,FB
2016-04-12,109.34,111.1645,108.99,110.61,26248081,FB
2016-04-13,112.23,112.65,106.52,110.51,88227393,FB
2016-04-14,110.62,112.04,110.26,110.84,28473322,FB
2016-04-15,110.79,110.97,109.2,109.64,20922803,FB
2016-04-18,109.74,110.81,109.2,110.45,21167199,FB
2016-04-19,111.1,112.45,109.16,112.29,30210455,FB
2016-04-20,112.43,113.27,111.56,112.42,21027901,FB
2016-04-21,112.55,114.04,112.31,113.44,20875230,FB
2016-04-22,111.21,111.75,109.01,110.56,38458201,FB
2016-04-25,109.87,110.67,109.07,110.1,21017895,FB
2016-04-26,110.49,110.5,108.15,108.76,22521534,FB
2016-04-27,107.94,108.94,106.31,108.89,52213107,FB
2016-04-28,119.575,120.79,116.23,116.73,87110080,FB
2016-04-29,116.82,117.84,115.84,117.58,37140594,FB
2016-05-02,117.83,118.73,116.57,118.57,28095168,FB
2016-05-03,117.52,118.16,117.02,117.43,24117463,FB
2016-05-04,116.61,118.3,116.57,118.06,23448440,FB
2016-05-05,118.04,118.98,117.25,117.81,22056749,FB
2016-05-06,117.16,119.637,117.1127,119.49,26395568,FB
2016-05-09,119.54,120.28,118.9,119.24,21138059,FB
2016-05-10,119.62,120.5,114.8,120.5,23220046,FB
2016-05-11,120.41,121.08,119.42,119.52,22038396,FB
2016-05-12,119.98,120.84,118.9,120.28,22035465,FB
2016-05-13,120.38,120.64,119.68,119.81,18124286,FB
2016-05-16,119.38,119.61,117.35,118.67,31247834,FB
2016-05-17,118.82,119.01,117.2,117.35,21328648,FB
2016-05-18,116.8,118.27,116.73,117.65,21642299,FB
2016-05-19,117.05,117.49,115.88,116.81,20544109,FB
2016-05-20,116.96,117.99,116.95,117.35,18944831,FB
2016-05-23,117.42,117.6,115.94,115.97,20441004,FB
2016-05-24,116.24,117.73,116.12,117.7,20183627,FB
2016-05-25,118.13,118.665,117.38,117.89,20035494,FB
2016-05-26,118.24,119.7601,117.92,119.47,18481340,FB
2016-05-27,119.56,119.85,119.01,119.38,13493563,FB
2016-05-31,119.46,120.1,118.121,118.81,23547597,FB
2016-06-01,118.5,119.08,117.82,118.78,15029494,FB
2016-06-02,118.69,119.44,118.22,118.93,13228310,FB
2016-06-03,118.975,118.98,117.86,118.47,14135114,FB
2016-06-06,118.62,119.43,118.36,118.79,12744676,FB
2016-06-07,119.24,119.3,117.67,117.76,17103023,FB
2016-06-08,117.76,118.6,117.27,118.39,14505596,FB
2016-06-09,118.13,118.68,117.71,118.56,13859240,FB
2016-06-10,117.54,118.11,116.26,116.62,18510826,FB
2016-06-13,115.0,115.48,113.31,113.95,31718239,FB
2016-06-14,114.07,114.95,113.58,114.94,17618479,FB
2016-06-15,115.3,115.44,114.07,114.6,19819432,FB
2016-06-16,113.87,114.5,112.94,114.39,19236255,FB
2016-06-17,114.42,114.43,112.56,113.02,24644308,FB
2016-06-20,113.77,114.72,112.75,113.37,20785390,FB
2016-06-21,114.12,115.2142,113.97,114.38,19166269,FB
2016-06-22,114.65,114.74,113.61,113.91,14846329,FB
2016-06-23,114.37,115.09,113.54,115.08,16176895,FB
2016-06-24,111.01,113.68,111.0,112.08,40643130,FB
2016-06-27,111.57,111.57,108.23,108.97,36409606,FB
2016-06-28,110.63,112.75,110.55,112.7,26813842,FB
2016-06-29,113.37,114.25,113.04,114.16,20968273,FB
2016-06-30,114.67,115.18,113.67,114.28,23192716,FB
2016-07-01,114.2,115.13,113.81,114.19,14980023,FB
