User country;Nr. reviews;Nr. hotel reviews;Helpful votes;Score;Period of stay;Traveler type;Pool;Gym;Tennis court;Spa;Casino;Free internet;Hotel name;Hotel stars;Nr. rooms;User continent;Member years;Review month;Review weekday
Norway;86;12;46;4;Sep-Nov;Couples;YES;YES;NO;NO;YES;YES;Marriott's Grand Chateau;3,5;732;Europe;5;November;Sunday
USA;42;9;13;5;Dec-Feb;Couples;YES;YES;NO;NO;YES;YES;Marriott's Grand Chateau;3,5;732;North America;1;December;Tuesday
Germany;64;33;23;4;Dec-Feb;Families;YES;YES;NO;NO;YES;YES;Marriott's Grand Chateau;3,5;732;Europe;7;December;Thursday
USA;167;71;119;5;Dec-Feb;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;8;January;Saturday
USA;25;5;12;5;Dec-Feb;Friends;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;8;January;Thursday
UK;12;12;6;3;Dec-Feb;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;Europe;4;February;Friday
USA;608;117;319;5;Dec-Feb;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;5;February;Saturday
USA;5;4;3;5;Mar-May;Friends;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;8;March;Sunday
USA;26;17;34;5;Mar-May;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;7;March;Thursday
Brazil;11;5;9;5;Mar-May;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;South America;7;April;Monday
USA;39;10;13;4;Mar-May;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;3;April;Wednesday
India;1;0;3;2;Mar-May;Families;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;Asia;0;May;Thursday
USA;108;20;22;3;Mar-May;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;5;May;Thursday
Malaysia;119;20;46;5;Jun-Aug;Friends;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;Asia;1;June;Sunday
USA;27;15;17;3;Jun-Aug;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;6;June;Tuesday
Germany;55;55;134;5;Jun-Aug;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;Europe;5;July;Wednesday
Canada;7;3;7;4;Jun-Aug;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;3;July;Friday
Canada;3;3;2;3;Jun-Aug;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;0;August;Wednesday
USA;11;3;19;4;Jun-Aug;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;6;August;Monday
Australia;27;15;16;5;Sep-Nov;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;Oceania;5;September;Sunday
USA;13;4;6;5;Sep-Nov;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;0;September;Wednesday
UK;19;11;14;3;Sep-Nov;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;Europe;5;October;Sunday
Canada;38;12;17;5;Sep-Nov;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;7;October;Friday
USA;167;71;119;4;Sep-Nov;Couples;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;8;November;Sunday
USA;28;6;9;3;Sep-Nov;Business;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;3;November;Tuesday
Canada;9;8;5;5;Dec-Feb;Families;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;4;December;Sunday
USA;13;4;4;5;Dec-Feb;Friends;YES;YES;YES;YES;YES;YES;Tuscany Las Vegas Suites & Casino;3;716;North America;5;December;Tuesday
USA;65;24;72;3;Dec-Feb;Business;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;6;January;Monday
USA;8;3;3;5;Dec-Feb;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;3;January;Thursday
UK;61;13;26;2;Dec-Feb;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;Europe;4;February;Sunday
USA;3;3;8;2;Dec-Feb;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;1;February;Saturday
USA;66;13;21;5;Mar-May;Friends;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;9;March;Friday
Hawaii;9;7;4;5;Mar-May;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;2;March;Tuesday
Hawaii;82;14;61;3;Mar-May;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;1;April;Wednesday
Canada;113;48;33;3;Mar-May;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;4;April;Sunday
USA;11;8;12;3;Mar-May;Friends;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;6;May;Sunday
Canada;2;1;1;3;Mar-May;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;3;May;Tuesday
USA;31;11;24;5;Jun-Aug;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;2;June;Wednesday
Australia;32;12;22;4;Jun-Aug;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;Oceania;5;June;Wednesday
USA;56;7;25;3;Jun-Aug;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;7;July;Sunday
Canada;45;6;22;5;Jun-Aug;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;3;July;Thursday
USA;17;4;4;4;Jun-Aug;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;0;August;Sunday
USA;23;23;11;5;Jun-Aug;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;1;August;Sunday
Canada;56;18;24;5;Sep-Nov;Friends;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;4;September;Saturday
USA;290;263;300;4;Sep-Nov;Business;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;10;September;Saturday
Australia;26;7;9;4;Sep-Nov;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;Oceania;0;October;Friday
India;116;44;53;4;Sep-Nov;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;Asia;5;October;Saturday
Czech Republic;14;5;15;4;Sep-Nov;Business;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;Europe;5;November;Thursday
USA;13;7;1;5;Sep-Nov;Business;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;4;November;Sunday
USA;20;9;25;4;Dec-Feb;Couples;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;8;December;Tuesday
Mexico;3;3;3;5;Dec-Feb;Families;YES;YES;NO;NO;NO;YES;Hilton Grand Vacations at the Flamingo;3;315;North America;2;December;Wednesday
USA;17;3;12;4;Dec-Feb;Friends;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;2;January;Monday
Australia;21;11;13;5;Dec-Feb;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Oceania;4;January;Sunday
USA;60;11;33;5;Dec-Feb;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;3;February;Thursday
Canada;12;4;15;5;Dec-Feb;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;11;February;Monday
USA;27;12;51;5;Mar-May;Friends;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;4;March;Tuesday
USA;34;12;35;4;Mar-May;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;3;March;Tuesday
Canada;69;22;38;5;Mar-May;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;6;April;Thursday
USA;16;4;7;5;Mar-May;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;4;April;Saturday
Australia;26;5;5;4;Mar-May;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Oceania;1;May;Thursday
USA;54;10;15;4;Mar-May;Business;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;5;May;Tuesday
UK;35;17;27;5;Jun-Aug;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Europe;6;June;Tuesday
India;23;12;7;5;Jun-Aug;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Asia;7;June;Saturday
UK;6;3;14;5;Jun-Aug;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Europe;3;July;Sunday
USA;27;8;16;4;Jun-Aug;Friends;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;4;July;Thursday
USA;41;8;14;3;Jun-Aug;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;4;August;Wednesday
Canada;12;4;6;5;Jun-Aug;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;2;August;Monday
USA;14;3;14;5;Sep-Nov;Friends;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;6;September;Tuesday
USA;415;162;265;4;Sep-Nov;Business;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;8;September;Sunday
Ireland;76;27;32;3;Sep-Nov;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Europe;6;October;Thursday
UK;24;12;30;4;Sep-Nov;Couples;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Europe;4;October;Monday
Japan;23;9;23;3;Sep-Nov;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;Asia;4;November;Monday
USA;182;24;47;4;Sep-Nov;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;2;November;Sunday
USA;289;28;133;4;Dec-Feb;Families;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;5;December;Tuesday
Canada;101;35;46;5;Dec-Feb;Friends;YES;YES;YES;NO;NO;YES;Wyndham Grand Desert;3,5;787;North America;5;December;Saturday
Ireland;31;11;20;4;Dec-Feb;Business;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;2;January;Friday
USA;20;6;9;5;Dec-Feb;Solo;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;0;January;Wednesday
USA;60;16;15;4;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;5;February;Saturday
Mexico;1;0;2;5;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;0;February;Sunday
USA;9;3;13;3;Mar-May;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;2;March;Thursday
USA;19;7;5;5;Mar-May;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;5;March;Wednesday
Israel;116;78;206;5;Mar-May;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Asia;9;April;Sunday
Australia;22;13;26;4;Mar-May;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Oceania;2;April;Friday
Australia;83;10;26;4;Mar-May;Families;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Oceania;1;May;Tuesday
UK;20;3;9;5;Mar-May;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;0;May;Monday
USA;7;5;6;5;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;1;June;Monday
USA;95;34;46;5;Jun-Aug;Business;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;6;June;Sunday
Australia;15;6;19;4;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Oceania;4;July;Wednesday
UK;13;7;12;4;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;5;July;Sunday
Canada;19;8;24;5;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;10;August;Wednesday
UK;21;6;15;5;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;3;August;Saturday
UK;56;11;14;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;5;September;Friday
UK;29;7;15;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;7;September;Thursday
Brazil;20;0;8;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;South America;2;October;Friday
UK;39;20;31;4;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;8;October;Thursday
Switzerland;9;6;3;5;Sep-Nov;Friends;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Europe;5;November;Saturday
Australia;43;38;29;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Oceania;4;November;Saturday
Singapore;16;10;11;5;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;Asia;9;December;Thursday
USA;6;6;12;4;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;The Venetian Las Vegas Hotel;5;4027;North America;10;December;Wednesday
Australia;16;6;3;4;Dec-Feb;Solo;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Oceania;3;January;Saturday
USA;15;3;13;5;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;5;January;Thursday
USA;30;6;26;4;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;3;February;Tuesday
USA;41;9;111;5;Dec-Feb;Business;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;1;February;Friday
India;44;35;53;5;Mar-May;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Asia;6;March;Tuesday
USA;30;9;17;2;Mar-May;Business;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;0;March;Tuesday
Ireland;23;10;18;5;Mar-May;Business;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;4;April;Monday
Spain;3;0;8;2;Mar-May;Families;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;3;April;Tuesday
UK;12;6;16;3;Mar-May;Friends;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;3;May;Friday
UK;15;6;17;5;Mar-May;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;1;May;Thursday
UK;5;0;5;5;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;0;June;Wednesday
USA;32;5;11;4;Jun-Aug;Business;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;6;June;Sunday
USA;28;5;23;5;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;5;July;Friday
Korea;77;18;48;4;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Asia;10;July;Saturday
USA;11;8;2;4;Jun-Aug;Solo;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;0;August;Monday
Scotland;102;25;37;5;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;6;August;Sunday
Ireland;13;3;2;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;6;September;Tuesday
USA;62;13;31;4;Sep-Nov;Business;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;2;September;Tuesday
UK;26;22;42;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;5;October;Sunday
UK;13;6;12;4;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;1;October;Saturday
UK;26;18;43;5;Sep-Nov;Friends;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Europe;4;November;Monday
Canada;17;10;39;5;Sep-Nov;Friends;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;North America;3;November;Saturday
India;4;4;1;4;Dec-Feb;Business;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Asia;1;December;Monday
Malaysia;20;18;19;2;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;Bellagio Las Vegas;5;3933;Asia;4;December;Friday
USA;14;3;7;4;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;7;January;Saturday
Canada;19;3;12;5;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;1;January;Wednesday
USA;4;4;2;2;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;1;February;Wednesday
USA;116;12;43;4;Dec-Feb;Friends;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;4;February;Tuesday
USA;121;13;59;2;Mar-May;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;9;March;Tuesday
USA;14;7;6;5;Mar-May;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;2;March;Friday
USA;56;16;54;4;Mar-May;Business;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;9;April;Tuesday
Canada;73;4;39;3;Mar-May;Friends;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;3;April;Monday
USA;9;5;4;5;Mar-May;Friends;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;6;May;Thursday
USA;137;42;51;3;Mar-May;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;5;May;Sunday
Australia;30;12;38;5;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;Oceania;4;June;Saturday
Costa Rica;130;19;49;3;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;6;June;Sunday
USA;50;15;23;4;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;3;July;Friday
UK;22;9;11;4;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;Europe;3;July;Wednesday
Egypt;85;37;65;5;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;Africa;4;August;Friday
USA;73;7;26;5;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;3;August;Thursday
USA;20;10;27;4;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;2;September;Thursday
Canada;13;6;13;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;2;September;Tuesday
Canada;18;3;10;2;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;2;October;Monday
USA;6;4;6;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;0;October;Saturday
USA;48;8;25;4;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;6;November;Monday
USA;24;3;5;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;0;November;Sunday
Canada;123;26;63;5;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;4;December;Saturday
USA;24;7;6;4;Dec-Feb;Friends;YES;YES;NO;YES;YES;YES;Paris Las Vegas;4;2916;North America;1;December;Thursday
Canada;20;13;17;4;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;4;January;Monday
USA;15;3;4;3;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;7;January;Tuesday
Italy;189;72;129;4;Dec-Feb;Solo;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;Europe;3;February;Friday
USA;25;19;27;3;Dec-Feb;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;8;February;Monday
USA;33;11;12;5;Mar-May;Business;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;4;March;Wednesday
USA;14;7;13;5;Mar-May;Friends;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;4;March;Thursday
USA;38;22;47;4;Mar-May;Business;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;4;April;Monday
Egypt;169;43;85;4;Mar-May;Solo;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;Africa;12;April;Sunday
USA;20;17;21;3;Mar-May;Friends;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;4;May;Sunday
USA;17;10;18;4;Mar-May;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;3;May;Tuesday
USA;96;47;161;4;Jun-Aug;Solo;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;11;June;Monday
USA;38;13;11;3;Jun-Aug;Business;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;5;June;Sunday
India;12;11;9;4;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;Asia;6;July;Monday
USA;9;8;1;5;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;6;July;Monday
USA;23;21;22;3;Jun-Aug;Families;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;7;August;Wednesday
USA;21;6;3;4;Jun-Aug;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;5;August;Tuesday
USA;30;27;19;5;Sep-Nov;Solo;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;6;September;Friday
USA;63;16;59;3;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;11;September;Wednesday
UK;35;3;25;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;Europe;1;October;Monday
UK;15;4;8;5;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;Europe;1;October;Sunday
Canada;50;13;29;4;Sep-Nov;Couples;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;8;November;Thursday
USA;154;23;31;4;Sep-Nov;Friends;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;4;November;Thursday
USA;9;6;5;2;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;9;December;Wednesday
USA;20;19;112;4;Dec-Feb;Families;YES;YES;NO;YES;YES;YES;The Westin las Vegas Hotel Casino & Spa;4;826;North America;5;December;Tuesday
