user_id,load_video,pause_video,play_video,seek_video,speed_change_video,stop_video
348,7.0,10.0,11.0,6.0,0.0,1.0
349,1.0,13.0,15.0,0.0,1.0,1.0
350,3.0,1.0,4.0,1.0,0.0,1.0
351,2.0,50.0,52.0,4.0,0.0,1.0
352,5.0,36.0,37.0,0.0,0.0,1.0
353,2.0,10.0,13.0,2.0,0.0,0.0
354,2.0,0.0,5.0,3.0,0.0,2.0
355,4.0,21.0,30.0,10.0,0.0,1.0
356,1.0,2.0,4.0,11.0,0.0,1.0
357,4.0,1.0,4.0,1.0,0.0,2.0
358,5.0,18.0,42.0,22.0,2.0,0.0
359,2.0,5.0,28.0,21.0,0.0,1.0
360,2.0,4.0,23.0,18.0,0.0,1.0
361,1.0,1.0,5.0,0.0,0.0,0.0
362,3.0,22.0,23.0,1.0,0.0,1.0
363,2.0,4.0,3.0,2.0,0.0,0.0
364,1.0,2.0,8.0,5.0,0.0,1.0
365,2.0,1.0,2.0,0.0,5.0,1.0
366,1.0,2.0,4.0,0.0,1.0,1.0
367,2.0,3.0,6.0,2.0,0.0,1.0
368,5.0,4.0,6.0,1.0,0.0,1.0
369,15.0,5.0,18.0,31.0,0.0,10.0
370,2.0,8.0,10.0,1.0,0.0,1.0
371,2.0,1.0,7.0,5.0,0.0,1.0
372,2.0,2.0,2.0,0.0,0.0,0.0
373,2.0,7.0,9.0,1.0,0.0,0.0
374,1.0,2.0,4.0,1.0,0.0,1.0
375,11.0,5.0,16.0,7.0,0.0,7.0
376,4.0,1.0,3.0,0.0,0.0,2.0
377,1.0,1.0,25.0,0.0,0.0,1.0
378,4.0,14.0,17.0,1.0,0.0,2.0
379,3.0,0.0,9.0,8.0,0.0,1.0
380,1.0,4.0,6.0,2.0,0.0,2.0
381,9.0,26.0,39.0,18.0,0.0,1.0
382,4.0,54.0,69.0,17.0,0.0,1.0
383,5.0,2.0,5.0,3.0,0.0,1.0
384,1.0,1.0,5.0,3.0,0.0,1.0
385,1.0,11.0,11.0,6.0,0.0,0.0
386,1.0,0.0,3.0,2.0,0.0,3.0
387,4.0,34.0,38.0,3.0,0.0,1.0
388,2.0,3.0,25.0,21.0,0.0,0.0
389,1.0,0.0,13.0,12.0,0.0,0.0
390,1.0,8.0,8.0,0.0,0.0,1.0
391,1.0,11.0,12.0,0.0,0.0,1.0
392,2.0,1.0,4.0,2.0,0.0,1.0
393,2.0,3.0,17.0,1.0,0.0,1.0
394,2.0,7.0,10.0,14.0,0.0,2.0
395,3.0,1.0,9.0,7.0,0.0,1.0
396,1.0,0.0,1.0,1.0,1.0,1.0
397,2.0,25.0,34.0,8.0,3.0,1.0
398,2.0,1.0,17.0,15.0,0.0,0.0
399,2.0,27.0,35.0,5.0,8.0,1.0
400,11.0,19.0,74.0,18.0,0.0,4.0
401,6.0,9.0,41.0,30.0,0.0,1.0
402,1.0,6.0,6.0,2.0,6.0,2.0
403,2.0,6.0,11.0,5.0,0.0,1.0
404,3.0,5.0,14.0,8.0,0.0,1.0
405,1.0,2.0,3.0,4.0,0.0,1.0
406,4.0,3.0,5.0,0.0,0.0,2.0
407,3.0,3.0,15.0,8.0,0.0,1.0
408,1.0,4.0,7.0,3.0,0.0,1.0
409,3.0,0.0,2.0,0.0,0.0,1.0
410,3.0,11.0,28.0,17.0,0.0,1.0
411,7.0,13.0,34.0,27.0,0.0,2.0
412,1.0,7.0,8.0,3.0,0.0,1.0
413,2.0,0.0,8.0,7.0,0.0,0.0
414,1.0,12.0,16.0,4.0,0.0,1.0
415,1.0,2.0,15.0,12.0,0.0,1.0
416,4.0,1.0,5.0,38.0,0.0,1.0
417,4.0,2.0,10.0,7.0,0.0,1.0
418,2.0,3.0,5.0,1.0,1.0,1.0
419,1.0,6.0,10.0,4.0,0.0,1.0
420,3.0,3.0,2.0,5.0,0.0,0.0
421,2.0,5.0,7.0,4.0,0.0,1.0
422,2.0,5.0,8.0,2.0,0.0,1.0
423,1.0,24.0,24.0,0.0,0.0,1.0
424,6.0,2.0,14.0,9.0,0.0,2.0
425,1.0,7.0,8.0,0.0,1.0,0.0
426,4.0,5.0,9.0,1.0,0.0,1.0
427,2.0,9.0,9.0,0.0,0.0,1.0
428,8.0,2.0,3.0,1.0,0.0,1.0
429,1.0,7.0,9.0,3.0,0.0,1.0
430,4.0,4.0,8.0,4.0,1.0,1.0
431,3.0,2.0,8.0,5.0,0.0,1.0
432,1.0,0.0,19.0,18.0,0.0,1.0
433,3.0,22.0,30.0,6.0,1.0,2.0
434,2.0,8.0,10.0,0.0,0.0,1.0
435,2.0,1.0,6.0,4.0,0.0,0.0
436,2.0,4.0,6.0,1.0,0.0,1.0
437,5.0,10.0,21.0,7.0,0.0,1.0
438,3.0,3.0,3.0,82.0,0.0,0.0
439,3.0,4.0,6.0,1.0,0.0,1.0
440,5.0,6.0,12.0,11.0,0.0,2.0
441,1.0,17.0,17.0,0.0,0.0,1.0
442,1.0,0.0,50.0,49.0,0.0,1.0
443,3.0,4.0,5.0,25.0,0.0,1.0
444,1.0,0.0,20.0,19.0,0.0,0.0
445,2.0,2.0,11.0,5.0,1.0,0.0
446,1.0,1.0,3.0,2.0,0.0,0.0
447,2.0,2.0,4.0,0.0,0.0,0.0
448,2.0,14.0,14.0,6.0,0.0,2.0
449,1.0,5.0,6.0,0.0,2.0,1.0
450,4.0,5.0,8.0,2.0,0.0,2.0
451,17.0,15.0,76.0,62.0,0.0,2.0
452,2.0,2.0,4.0,1.0,0.0,0.0
453,4.0,0.0,2.0,0.0,0.0,1.0
454,4.0,9.0,23.0,15.0,0.0,1.0
455,2.0,14.0,19.0,0.0,0.0,1.0
456,4.0,1.0,7.0,4.0,0.0,1.0
457,1.0,18.0,19.0,2.0,0.0,1.0
458,3.0,6.0,12.0,5.0,0.0,1.0
459,2.0,0.0,28.0,16.0,0.0,0.0
460,3.0,4.0,9.0,12.0,0.0,2.0
461,1.0,7.0,12.0,4.0,0.0,1.0
462,2.0,2.0,11.0,8.0,0.0,1.0
463,2.0,3.0,57.0,2.0,0.0,1.0
464,1.0,0.0,2.0,11.0,0.0,1.0
465,1.0,4.0,9.0,3.0,0.0,1.0
466,1.0,2.0,17.0,14.0,0.0,1.0
467,2.0,13.0,59.0,10.0,0.0,0.0
468,2.0,1.0,1.0,0.0,0.0,1.0
469,4.0,17.0,19.0,1.0,0.0,1.0
470,7.0,24.0,26.0,2.0,0.0,1.0
471,2.0,2.0,6.0,3.0,0.0,1.0
472,1.0,0.0,1.0,6.0,0.0,1.0
473,2.0,5.0,6.0,0.0,0.0,1.0
474,4.0,43.0,165.0,3.0,0.0,0.0
475,2.0,4.0,28.0,23.0,2.0,1.0
476,4.0,7.0,192.0,47.0,0.0,2.0
477,2.0,21.0,22.0,0.0,0.0,1.0
478,2.0,0.0,9.0,8.0,0.0,1.0
479,3.0,17.0,19.0,1.0,1.0,1.0
480,1.0,3.0,5.0,8.0,0.0,1.0
481,1.0,1.0,0.0,0.0,0.0,0.0
482,3.0,6.0,9.0,3.0,0.0,1.0
483,1.0,0.0,24.0,22.0,0.0,0.0
484,3.0,4.0,17.0,13.0,0.0,0.0
485,9.0,20.0,76.0,62.0,0.0,3.0
486,1.0,3.0,3.0,0.0,0.0,0.0
487,4.0,5.0,6.0,1.0,0.0,1.0
488,1.0,3.0,6.0,3.0,0.0,0.0
489,2.0,3.0,7.0,3.0,1.0,1.0
490,5.0,22.0,21.0,16.0,0.0,2.0
491,1.0,3.0,5.0,4.0,0.0,1.0
492,2.0,3.0,5.0,2.0,0.0,1.0
493,3.0,34.0,43.0,21.0,0.0,2.0
494,2.0,3.0,2.0,0.0,0.0,1.0
495,2.0,11.0,13.0,0.0,0.0,2.0
496,2.0,3.0,3.0,5.0,0.0,1.0
497,2.0,8.0,33.0,22.0,0.0,2.0
498,2.0,6.0,39.0,32.0,0.0,1.0
499,3.0,3.0,13.0,13.0,0.0,1.0
500,6.0,59.0,65.0,11.0,0.0,1.0
501,2.0,13.0,38.0,29.0,0.0,1.0
502,2.0,6.0,9.0,1.0,0.0,1.0
503,2.0,0.0,6.0,0.0,0.0,1.0
504,1.0,6.0,6.0,5.0,0.0,0.0
505,1.0,11.0,14.0,2.0,0.0,1.0
506,4.0,3.0,4.0,1.0,0.0,1.0
507,2.0,2.0,10.0,8.0,0.0,0.0
508,4.0,28.0,29.0,1.0,0.0,1.0
509,3.0,2.0,8.0,7.0,0.0,1.0
510,1.0,6.0,7.0,7.0,2.0,1.0
511,2.0,3.0,5.0,1.0,0.0,1.0
512,6.0,4.0,49.0,49.0,0.0,0.0
513,6.0,13.0,21.0,11.0,0.0,1.0
514,4.0,6.0,25.0,30.0,0.0,1.0
515,3.0,3.0,3.0,0.0,0.0,0.0
516,2.0,1.0,7.0,7.0,0.0,1.0
517,1.0,1.0,10.0,8.0,0.0,1.0
518,2.0,0.0,12.0,10.0,0.0,1.0
519,2.0,4.0,5.0,1.0,0.0,1.0
520,1.0,0.0,10.0,7.0,0.0,0.0
521,1.0,0.0,7.0,6.0,0.0,1.0
522,1.0,0.0,1.0,0.0,1.0,1.0
523,1.0,0.0,12.0,12.0,0.0,0.0
524,6.0,3.0,6.0,1.0,0.0,1.0
525,4.0,3.0,4.0,169.0,0.0,1.0
526,3.0,10.0,15.0,4.0,0.0,1.0
527,3.0,6.0,10.0,3.0,0.0,1.0
528,1.0,0.0,1.0,3.0,0.0,1.0
529,2.0,7.0,9.0,0.0,0.0,2.0
530,2.0,5.0,68.0,61.0,0.0,2.0
531,4.0,14.0,18.0,33.0,0.0,1.0
532,2.0,1.0,4.0,3.0,0.0,0.0
533,1.0,1.0,7.0,5.0,0.0,1.0
534,2.0,73.0,74.0,0.0,0.0,1.0
535,4.0,2.0,10.0,8.0,0.0,0.0
536,7.0,5.0,11.0,11.0,0.0,2.0
537,5.0,2.0,21.0,17.0,0.0,1.0
538,1.0,0.0,17.0,16.0,0.0,0.0
539,7.0,8.0,26.0,17.0,0.0,1.0
540,6.0,7.0,29.0,21.0,0.0,5.0
541,3.0,8.0,10.0,0.0,0.0,2.0
542,7.0,4.0,49.0,51.0,0.0,1.0
543,6.0,3.0,13.0,5.0,3.0,4.0
544,1.0,2.0,3.0,2.0,0.0,1.0
545,2.0,2.0,11.0,11.0,0.0,0.0
546,3.0,3.0,7.0,3.0,0.0,3.0
547,3.0,0.0,11.0,10.0,0.0,0.0
548,3.0,1.0,3.0,0.0,0.0,2.0
549,2.0,16.0,20.0,3.0,0.0,1.0
550,2.0,1.0,3.0,0.0,0.0,0.0
551,1.0,3.0,20.0,24.0,0.0,0.0
552,1.0,1.0,7.0,5.0,0.0,2.0
553,7.0,11.0,23.0,11.0,0.0,2.0
554,1.0,0.0,3.0,2.0,0.0,0.0
555,1.0,9.0,10.0,0.0,0.0,1.0
556,3.0,3.0,10.0,6.0,0.0,1.0
557,2.0,19.0,20.0,0.0,1.0,1.0
558,5.0,0.0,1.0,0.0,0.0,1.0
559,3.0,13.0,18.0,4.0,0.0,1.0
560,1.0,6.0,8.0,0.0,2.0,0.0
561,3.0,5.0,5.0,1.0,1.0,2.0
562,1.0,2.0,4.0,3.0,0.0,0.0
563,2.0,1.0,8.0,7.0,0.0,0.0
564,4.0,2.0,4.0,0.0,0.0,1.0
565,3.0,3.0,5.0,3.0,0.0,0.0
566,3.0,1.0,1.0,0.0,0.0,0.0
567,2.0,2.0,36.0,34.0,0.0,0.0
568,2.0,0.0,2.0,1.0,0.0,1.0
569,4.0,22.0,36.0,13.0,2.0,2.0
570,2.0,2.0,6.0,4.0,0.0,0.0
571,1.0,0.0,32.0,31.0,0.0,1.0
572,1.0,5.0,7.0,2.0,0.0,1.0
573,4.0,9.0,68.0,19.0,0.0,2.0
574,5.0,2.0,4.0,2.0,0.0,0.0
575,3.0,6.0,7.0,0.0,0.0,1.0
576,8.0,25.0,38.0,21.0,0.0,4.0
577,2.0,2.0,3.0,0.0,0.0,0.0
578,4.0,9.0,21.0,11.0,0.0,1.0
579,3.0,1.0,1.0,0.0,0.0,1.0
580,6.0,2.0,9.0,21.0,0.0,0.0
581,3.0,1.0,5.0,3.0,0.0,1.0
582,1.0,2.0,3.0,0.0,0.0,0.0
583,5.0,8.0,14.0,4.0,0.0,1.0
584,6.0,13.0,19.0,15.0,0.0,3.0
585,3.0,6.0,9.0,19.0,0.0,0.0
586,1.0,0.0,10.0,0.0,0.0,1.0
587,6.0,2.0,19.0,16.0,0.0,1.0
588,2.0,2.0,5.0,1.0,0.0,2.0
589,3.0,17.0,24.0,7.0,0.0,1.0
590,1.0,2.0,2.0,0.0,0.0,0.0
591,6.0,12.0,35.0,32.0,1.0,1.0
592,1.0,1.0,3.0,1.0,0.0,1.0
593,3.0,18.0,17.0,0.0,0.0,0.0
594,2.0,1.0,1.0,27.0,0.0,0.0
595,2.0,0.0,4.0,7.0,0.0,0.0
596,2.0,2.0,4.0,2.0,0.0,1.0
597,2.0,0.0,5.0,4.0,1.0,1.0
598,5.0,8.0,9.0,2.0,0.0,1.0
599,1.0,11.0,35.0,26.0,0.0,0.0
600,4.0,3.0,12.0,8.0,0.0,1.0
601,1.0,2.0,5.0,2.0,0.0,1.0
602,12.0,17.0,79.0,72.0,0.0,5.0
603,1.0,2.0,5.0,2.0,2.0,1.0
604,1.0,3.0,4.0,0.0,0.0,0.0
605,6.0,21.0,23.0,6.0,0.0,0.0
606,2.0,4.0,12.0,5.0,0.0,0.0
607,2.0,11.0,19.0,10.0,0.0,1.0
608,10.0,10.0,24.0,11.0,0.0,3.0
609,3.0,0.0,1.0,0.0,1.0,1.0
610,2.0,0.0,1.0,0.0,0.0,2.0
611,1.0,12.0,14.0,3.0,0.0,1.0
612,1.0,15.0,17.0,1.0,0.0,1.0
613,1.0,1.0,1.0,1.0,0.0,1.0
614,4.0,12.0,23.0,10.0,0.0,1.0
615,8.0,25.0,44.0,36.0,0.0,3.0
616,1.0,1.0,7.0,5.0,0.0,0.0
617,2.0,4.0,7.0,1.0,0.0,2.0
618,3.0,13.0,18.0,7.0,0.0,1.0
619,7.0,16.0,33.0,16.0,0.0,3.0
620,6.0,4.0,29.0,21.0,2.0,1.0
621,14.0,6.0,17.0,8.0,0.0,5.0
622,2.0,5.0,6.0,2.0,0.0,2.0
623,3.0,1.0,8.0,6.0,0.0,1.0
624,7.0,1.0,1.0,0.0,0.0,0.0
625,9.0,22.0,23.0,0.0,0.0,1.0
626,5.0,0.0,6.0,0.0,0.0,1.0
627,3.0,3.0,25.0,20.0,0.0,1.0
628,4.0,0.0,3.0,1.0,0.0,1.0
629,1.0,0.0,8.0,5.0,0.0,0.0
630,3.0,1.0,2.0,1.0,0.0,0.0
631,3.0,0.0,4.0,2.0,0.0,1.0
632,3.0,10.0,44.0,36.0,0.0,0.0
633,2.0,3.0,21.0,17.0,0.0,3.0
634,5.0,2.0,4.0,1.0,0.0,2.0
635,1.0,22.0,25.0,0.0,0.0,1.0
636,2.0,1.0,2.0,0.0,3.0,1.0
637,5.0,8.0,9.0,8.0,8.0,1.0
638,7.0,5.0,234.0,28.0,0.0,1.0
639,5.0,6.0,11.0,3.0,0.0,3.0
640,2.0,1.0,6.0,4.0,0.0,1.0
641,2.0,3.0,7.0,3.0,0.0,2.0
642,5.0,0.0,4.0,2.0,0.0,1.0
643,1.0,9.0,10.0,2.0,0.0,1.0
644,3.0,20.0,19.0,8.0,0.0,1.0
645,2.0,0.0,4.0,2.0,0.0,1.0
646,2.0,2.0,20.0,14.0,0.0,2.0
647,3.0,7.0,11.0,0.0,0.0,1.0
648,4.0,10.0,13.0,7.0,0.0,1.0
649,3.0,13.0,24.0,9.0,0.0,1.0
650,5.0,7.0,14.0,24.0,0.0,1.0
651,3.0,1.0,4.0,2.0,0.0,1.0
652,2.0,16.0,49.0,36.0,0.0,1.0
653,7.0,31.0,54.0,21.0,1.0,5.0
654,2.0,0.0,2.0,0.0,2.0,2.0
655,3.0,4.0,6.0,24.0,0.0,1.0
656,1.0,1.0,8.0,11.0,0.0,3.0
657,3.0,6.0,21.0,14.0,0.0,0.0
658,9.0,1.0,6.0,1.0,0.0,0.0
659,2.0,0.0,3.0,7.0,0.0,2.0
660,1.0,2.0,3.0,0.0,1.0,1.0
661,2.0,2.0,5.0,3.0,3.0,1.0
662,4.0,3.0,4.0,0.0,0.0,1.0
663,4.0,14.0,17.0,11.0,0.0,1.0
664,2.0,3.0,9.0,5.0,0.0,0.0
665,2.0,7.0,9.0,0.0,2.0,2.0
666,3.0,2.0,3.0,22.0,0.0,0.0
667,1.0,1.0,4.0,1.0,0.0,0.0
668,3.0,1.0,10.0,6.0,0.0,0.0
669,8.0,0.0,0.0,100.0,0.0,0.0
670,1.0,6.0,9.0,2.0,0.0,1.0
671,1.0,4.0,5.0,6.0,0.0,0.0
672,3.0,1.0,34.0,31.0,0.0,1.0
673,3.0,1.0,2.0,7.0,0.0,1.0
674,2.0,0.0,12.0,11.0,0.0,0.0
675,2.0,2.0,19.0,16.0,0.0,0.0
676,1.0,1.0,5.0,3.0,0.0,2.0
677,4.0,3.0,6.0,33.0,0.0,1.0
678,1.0,25.0,28.0,3.0,0.0,1.0
679,2.0,3.0,3.0,90.0,0.0,0.0
680,1.0,5.0,6.0,0.0,0.0,0.0
681,2.0,5.0,6.0,1.0,0.0,1.0
682,5.0,9.0,24.0,15.0,0.0,3.0
683,4.0,4.0,6.0,4.0,0.0,0.0
684,6.0,0.0,1.0,0.0,0.0,1.0
685,1.0,11.0,13.0,1.0,14.0,1.0
686,3.0,3.0,6.0,1.0,0.0,1.0
687,1.0,8.0,9.0,0.0,0.0,1.0
688,3.0,4.0,20.0,27.0,0.0,0.0
689,2.0,2.0,2.0,91.0,0.0,0.0
690,3.0,15.0,28.0,26.0,0.0,1.0
691,2.0,0.0,9.0,6.0,0.0,2.0
692,5.0,6.0,22.0,27.0,0.0,1.0
693,1.0,13.0,15.0,2.0,0.0,1.0
694,3.0,3.0,42.0,32.0,2.0,2.0
